"","BL","V04","V06","V08","V10"
"CD40LG",0.541085488575595,0.130987526427061,0.215649573170732,0.389174750830565,0.37016346749226
"CD48",-0.0280810835629017,-0.0112227272727273,0.0278352269218895,0.123940854700855,-0.0654475975975976
"CD58",0.0407434126984127,0.0630318181818182,0.122891509725224,0.0157557264957265,-0.0253681681681681
"CD6",0.0943125980392156,0.0375884778012685,0.078286493902439,0.299340531561462,0.0935689628482972
"CD70",0.0696789003699452,0.155837012987013,0.0508283810792805,0.145063588850174,-0.0767291764705882
"CD79B",0.0490342156862745,0.108847040169133,0.161149237804878,0.111841362126246,-0.0433117647058824
"CD83",0.0563706896551723,0.123928138528138,0.0506022984676883,0.0272975609756098,-0.0411452549019608
"CD84",0.227647391248884,0.0449348484848485,0.146163724183877,0.353169512195122,0.285290980392157
"CDON",0.102234285714286,0.170525,0.178874405680766,0.137107008547009,-0.0378825825825826
"CDSN",-0.0159822549019608,0.140032241014799,0.0287852134146341,0.0855418604651162,-0.164492879256966
"CEACAM21",0.257453131777012,0.448000216450216,0.0060434710193204,0.0908376306620208,-0.298896
"CEP164",-0.0325068421052631,-0.377488972431078,0.0298832477535301,0.2156825,0.00908055555555554
"CHRDL1",0.0496294047619048,0.00645454545454549,0.0586348255634457,-0.000327350427350437,0.259384084084084
"CKAP4",-0.0215073529411765,0.114633615221987,0.0815011280487804,-0.0973855481727575,-0.284656578947368
"CKMT1A_CKMT1B",0.10201503968254,0.0253840909090908,-0.209572985489349,0.175508888888889,0.502757657657658
"CLEC4A",0.0401403622911086,0.214417532467532,0.0503124916722185,-0.0161642857142857,-0.23890062745098
"CLEC4C",0.203133601224646,0.208960606060606,0.222317055296469,0.180469337979094,0.0376687058823529
"CLEC4D",0.218474909933093,0.194643939393939,0.112761025982678,0.324956620209059,0.219672078431373
"CLEC4G",-0.0310684526087511,0.062837012987013,-0.0103463690872752,0.197633101045296,-0.0693364705882353
"CLEC7A",0.0196965605250364,0.059088266384778,0.0927908231707317,0.106630897009967,-0.00525975232198145
"CLIP2",0.475074125064333,0.531402380952381,-0.22889763491006,0.374359407665505,0.0169112156862745
"CLSTN2",0.12312309188138,0.0747866807610994,0.202692896341463,0.0739759136212624,0.183295743034056
"CNTNAP2",-0.147745985589295,0.104726406926407,0.0298899067288474,-0.0268010452961673,-0.453869882352941
"COL9A1",-0.0288526980482204,0.0425597402597403,0.217813157894737,0.0949479094076655,0.00701709803921568
"COLEC12",0.0250332546241637,0.129793181818182,0.11541979005866,-0.00528632478632479,-0.0539436936936936
"CRELD2",0.0547218811491539,0.0988181818181818,-0.144107996295153,0.0843461538461538,-0.506686786786787
"CRHBP",0.0103873015873016,0.0333772727272728,0.126014479777709,0.0373625641025641,0.0331780780780781
"CRIM1",-0.0217917093008002,0.0148136363636364,0.0330217968508799,-0.127271282051282,-0.104335585585586
"CRKL",0.552377607241243,0.0771795454545456,-0.143312287743131,0.0132866666666667,-0.437058708708709
"CRLF1",-0.0233548734094189,0.174336363636364,0.0579478234022847,-0.116323760683761,-0.164858708708709
"CSF1",-0.0645264331627968,0.0954181818181818,0.0195428836060512,-0.129919487179487,-0.328607357357357
"CSF3",0.0381204048582996,0.213342230576441,-0.11780487804878,0.334141785714286,-0.295084722222222
"CST7",-0.0336698015873015,0.110954545454545,-0.101921210250077,-0.209530256410256,-0.585992192192192
"CTRC",0.171028138528138,0.321397727272727,0.28998116702686,0.293494358974359,0.112095345345345
"CTSC",-0.0201449691722419,0.0283454545454545,-0.104560450756406,-0.33216905982906,-0.0357112612612613
"CTSO",-0.0842988575595527,0.180487843551797,-0.0624556402439025,-0.00788803986710965,-0.336481424148607
"CXADR",-0.0742402092103586,-0.0473601731601732,-0.187891972018654,-0.498812195121951,-0.230886901960784
"CXCL1",0.182526577462941,0.622459090909091,-0.0220074096943501,-0.0428772649572651,-0.550761411411411
"CXCL10",-0.326590043290043,-0.0834659090909091,-0.280468724915097,-0.676055384615385,-0.964039339339339
"CXCL12",-0.0548391422736556,-0.0878022556390976,-0.0140236521181003,-0.141891071428571,-0.304547222222222
"CXCL14",0.150937206477733,-0.116914912280702,0.226532637997432,0.227522857142857,0.607368055555555
"CXCL17",0.0336524019607842,0.127657928118393,0.212124451219512,0.0385632890365448,0.126335913312694
"CXCL3",0.231911976911977,0.135611363636364,-0.129025563445508,-0.218328547008547,-1.26141426426426
"CXCL6",0.0538913235294118,0.340612367864693,-0.0174364024390243,-0.46170415282392,-1.12237159442724
"CXCL8",0.30910437530384,0.0872449260042283,0.327414054878049,0.45667757475083,0.606830263157895
"CXCL9",-0.0596959071231798,0.0106386363636364,0.125149675825872,-0.288004273504273,-0.0350354354354354
"DAG1",0.226464043027679,0.098352272727273,0.0616810744056806,0.138304957264957,0.0163878378378379
"DAPP1",1.00311829314964,0.181808658008658,0.10930073284477,0.269708536585366,-0.255130666666667
"DBNL",0.324189722222222,-0.0130795454545454,-0.370463105896882,-0.15803641025641,-0.773483033033033
"DECR1",0.549735885229027,0.343748484848485,0.0135698534310462,0.457800348432056,0.743730196078432
"DFFA",0.369870454545455,0.173172410147992,-0.0182965548780487,0.113200830564784,-0.191157585139319
